入国時年齢,性別,職種関係,職種,所在地(実習先)(都道府県),所在地(実習先)(市区町村),派遣会社,学校所属,組合,所属機関,失踪の有無
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,気仙沼市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,気仙沼市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,気仙沼市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,男,建設関係,配管,茨城県,鹿嶋市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,アジア開発事業協同組合,FIRST MEGA GROUP COMPANY LIMITED,0
23.0,男,建設関係,配管,茨城県,鹿嶋市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,アジア開発事業協同組合,FIRST MEGA GROUP COMPANY LIMITED,0
27.0,女,食品製造関係,そう菜製造業,大阪府,泉佐野市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,食品製造関係,そう菜製造業,大阪府,泉佐野市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,食品製造関係,そう菜製造業,大阪府,泉佐野市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
18.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"SUT ZAI CO.,LTD",ラーショー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"SUT ZAI CO.,LTD",ラーショー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"SUT ZAI CO.,LTD",ラーショー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"SUT ZAI CO.,LTD",ラーショー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"SUT ZAI CO.,LTD",ラーショー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"SUT ZAI CO.,LTD",ラーショー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
18.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"SUT ZAI CO.,LTD",ラーショー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ラーショー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ラーショー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ラーショー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ラーショー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ラーショー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
31.0,男,建設関係,左官,鹿児島県,肝属郡錦江町,"MAY KINN SAN CO.,LTD",土屋,福岡県生産流通協同組合,FIRST MEGA GROUP COMPANY LIMITED,0
27.0,男,建設関係,左官,鹿児島県,肝属郡錦江町,"MAY KINN SAN CO.,LTD",土屋,福岡県生産流通協同組合,FIRST MEGA GROUP COMPANY LIMITED,0
19.0,女,食品製造関係,加熱性水産加工食品製造業,愛媛県,松山市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,加熱性水産加工食品製造業,愛媛県,松山市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
29.0,女,食品製造関係,加熱性水産加工食品製造業,愛媛県,松山市,"SUT ZAI CO.,LTD",ミッチーナー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,加熱性水産加工食品製造業,愛媛県,松山市,"SUT ZAI CO.,LTD",ラーショー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,食品製造関係,加熱性水産加工食品製造業,愛媛県,松山市,"SUT ZAI CO.,LTD",ラーショー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
32.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,食品製造関係,そう菜製造業,宮崎県,都城市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,そう菜製造業,宮崎県,都城市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,男,食品製造関係,そう菜製造業,宮崎県,都城市,"SUT ZAI CO.,LTD",土屋,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,男,食品製造関係,そう菜製造業,宮崎県,都城市,"SUT ZAI CO.,LTD",土屋,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,男,食品製造関係,そう菜製造業,宮崎県,都城市,"SUT ZAI CO.,LTD",土屋,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
29.0,男,食品製造関係,そう菜製造業,宮崎県,都城市,"SUT ZAI CO.,LTD",土屋,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
30.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,男,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",土屋,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
30.0,男,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",土屋,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,男,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
28.0,男,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",土屋,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,男,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",土屋,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ミッチーナー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,塩竈市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,塩竈市,"SUT ZAI CO.,LTD",土屋,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,塩竈市,"SUT ZAI CO.,LTD",土屋,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,繊維・衣服関係,布はく縫製,福岡県,福岡市,"MAY KINN SAN CO.,LTD",TOP COMET,福岡県生産流通協同組合,EUROGATE SPORTS WEAR LTD,0
23.0,女,繊維・衣服関係,布はく縫製,福岡県,福岡市,"MAY KINN SAN CO.,LTD",TOP COMET,福岡県生産流通協同組合,EUROGATE SPORTS WEAR LTD,0
27.0,女,繊維・衣服関係,布はく縫製,福岡県,福岡市,"MAY KINN SAN CO.,LTD",TOP COMET,福岡県生産流通協同組合,EUROGATE SPORTS WEAR LTD,0
28.0,女,繊維・衣服関係,布はく縫製,福岡県,福岡市,"MAY KINN SAN CO.,LTD",TOP COMET,福岡県生産流通協同組合,EUROGATE SPORTS WEAR LTD,0
25.0,男,その他,溶接,福岡県,糟屋郡,"MAY KINN SAN CO.,LTD",土屋,福岡県生産流通協同組合,FIRST MEGA GROUP COMPANY LIMITED,0
28.0,男,その他,溶接,福岡県,糟屋郡,"MAY KINN SAN CO.,LTD",土屋,福岡県生産流通協同組合,FIRST MEGA GROUP COMPANY LIMITED,0
24.0,女,農業・林業関係,耕種農業,福岡県,古賀市,"SUT ZAI CO.,LTD",ヤンゴン学校,九州産業振興協同組合,MAY KINN SAN COMPANY LIMITED,0
30.0,女,農業・林業関係,耕種農業,福岡県,古賀市,"SUT ZAI CO.,LTD",ヤンゴン学校,九州産業振興協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",マンダレー校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",マンダレー校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",マンダレー校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,男,食品製造関係,非加熱性水産加工食品製造業,千葉県,市川市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,男,食品製造関係,非加熱性水産加工食品製造業,千葉県,市川市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
32.0,男,食品製造関係,非加熱性水産加工食品製造業,千葉県,市川市,"SUT ZAI CO.,LTD",土屋,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ラーショー学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
32.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,男,食品製造関係,そう菜製造業,山梨県,甲府市,"SUT ZAI CO.,LTD",土屋,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,男,食品製造関係,そう菜製造業,山梨県,甲府市,"SUT ZAI CO.,LTD",土屋,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,男,食品製造関係,そう菜製造業,山梨県,甲府市,"SUT ZAI CO.,LTD",土屋,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,男,食品製造関係,そう菜製造業,山梨県,甲府市,"SUT ZAI CO.,LTD",土屋,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,そう菜製造業,宮城県,登米市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,そう菜製造業,宮城県,登米市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,食品製造関係,そう菜製造業,宮城県,登米市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,そう菜製造業,宮城県,登米市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,食品製造関係,そう菜製造業,青森県,弘前市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,そう菜製造業,青森県,弘前市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,そう菜製造業,青森県,弘前市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,そう菜製造業,青森県,弘前市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
28.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
28.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,食鳥処理加工業,宮城県,角田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,食鳥処理加工業,宮城県,角田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,食品製造関係,食鳥処理加工業,宮城県,角田市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,繊維・衣服関係,婦人子供服製造,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,日中ネットワークサービス協同組合,"ATM TEXTILE CO.,LTD",0
26.0,女,繊維・衣服関係,婦人子供服製造,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,日中ネットワークサービス協同組合,"ATM TEXTILE CO.,LTD",1
25.0,女,食品製造関係,そう菜製造業,大阪府,泉佐野市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
28.0,女,食品製造関係,そう菜製造業,大阪府,泉佐野市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,食品製造関係,そう菜製造業,大阪府,泉佐野市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,白石市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
18.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,白石市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,白石市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
29.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,白石市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,白石市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,白石市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,農業・林業関係,耕種農業,宮城県,白石市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,農業・林業関係,耕種農業,宮城県,白石市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,農業・林業関係,耕種農業,宮城県,白石市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,そう菜製造業,北海道,函館市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,そう菜製造業,北海道,函館市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,食品製造関係,そう菜製造業,北海道,函館市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,そう菜製造業,北海道,函館市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
29.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
28.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
31.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
18.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
